review_label,label_schema,review_reason,partition,bvid,text,pred_label,pred_raw_label,model_confidence,lexicon_score,prob_positive,prob_neutral,prob_negative,pos_cnt,neg_cnt,word_len
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,看完目录=学会,正面,中性,0.6000494091935463,2.0,0.2471818542458539,0.6000494091935463,0.1527687365605996,2,0,4
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,找不找到工作我不知道，我知道可以入坟,正面,负面,0.6009701938493607,2.0,0.2577472639454777,0.1412825422051614,0.6009701938493607,2,0,11
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,10天我成为高级人员了,正面,正面,0.6039399905913204,2.0,0.6039399905913204,0.2318532160681951,0.1642067933404844,2,0,5
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,高级炊事员,正面,中性,0.6179324705643304,2.0,0.2437149888853177,0.6179324705643304,0.1383525405503518,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,感觉这个比学算法简单,正面,正面,0.6229707639325559,2.0,0.6229707639325559,0.2096722175010356,0.1673570185664083,2,0,6
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,希望我可以看完,正面,中性,0.6277785096844074,2.0,0.1951348384906885,0.6277785096844074,0.177086651824904,2,0,4
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,成功并不难，因为很多人在路上就倒下了。,正面,正面,0.628306285869957,2.0,0.628306285869957,0.1810538916387654,0.1906398224912776,2,0,12
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,666,正面,中性,0.6480979347853301,2.0,0.2109370228586855,0.6480979347853301,0.1409650423559843,2,0,1
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,nb,正面,中性,0.6480979347853301,2.0,0.2109370228586855,0.6480979347853301,0.1409650423559843,2,0,1
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,强大,正面,中性,0.6480979347853301,2.0,0.2109370228586855,0.6480979347853301,0.1409650423559843,2,0,1
,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,666,正面,中性,0.6480979347853301,2.0,0.2109370228586855,0.6480979347853301,0.1409650423559843,2,0,1
,"1=正面,0=中性,-1=负面",词典偏正但模型偏负,学习区,BV1Kr4y1i7ru,我还是比较喜欢禹神的课程,正面,负面,0.7150503479334439,2.2,0.1449393326013633,0.1400103194651929,0.7150503479334439,2,0,5
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,"399,你值得拥有",正面,中性,0.6492516759819194,2.0,0.2743603229683989,0.6492516759819194,0.0763880010496818,2,0,4
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,系统学习一下,正面,中性,0.6494629492236763,2.0,0.2436476692868744,0.6494629492236763,0.1068893814894491,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,牛逼,正面,负面,0.6500720488359841,2.0,0.1675424171269972,0.1823855340370187,0.6500720488359841,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,这么厉害，牛哇牛哇,正面,正面,0.6515695383168782,2.0,0.6515695383168782,0.1970857772807636,0.1513446844023581,2,0,5
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,南京邮电大学陈渠川打卡，一天一集，感动自己,正面,正面,0.6595906468181282,2.0,0.6595906468181282,0.1632456232152385,0.1771637299666332,2,0,10
,"1=正面,0=中性,-1=负面",词典偏正但模型偏负,学习区,BV1Kr4y1i7ru,ppt牛逼,正面,负面,0.6620349119587738,2.0,0.1835649818201879,0.154400106221038,0.6620349119587738,2,0,3
,"1=正面,0=中性,-1=负面",词典偏正但模型偏负,学习区,BV1Kr4y1i7ru,java牛逼,正面,负面,0.6620349119587738,2.0,0.1835649818201879,0.154400106221038,0.6620349119587738,2,0,3
,"1=正面,0=中性,-1=负面",代表样本,生活区,BV1Rjc4zJEvz,哈哈哈哈哈,正面,正面,0.6677813230061421,4.0,0.6677813230061421,0.2359978122745706,0.0962208647192872,4,0,2
